+-----------------------------------------------+------------------------------------+
| Variable_name                                 | Value                              |
| Key_blocks_not_flushed                        | 0                                  |
| Key_blocks_unused                             | 13396                              |
| Key_blocks_used                               | 9                                  |
| Key_read_requests                             | 1877                               |
| Key_reads                                     | 3                                  |
| Key_write_requests                            | 1014                               |
| Key_writes                                    | 9                                  |
| Locked_connects                               | 0                                  |
| Max_execution_time_exceeded                   | 0                                  |
| Max_execution_time_set                        | 0                                  |
| Max_execution_time_set_failed                 | 0                                  |
| Max_used_connections                          | 6                                  |
| Max_used_connections_time                     | 2017-04-21 14:57:40                |
| Not_flushed_delayed_rows                      | 0                                  |
| Ongoing_anonymous_transaction_count           | 0                                  |
| Open_files                                    | 32                                 |
| Open_streams                                  | 0                                  |
| Open_table_definitions                        | 132                                |
| Open_tables                                   | 159                                |
| Opened_files                                  | 470                                |
| Opened_table_definitions                      | 223                                |
| Opened_tables                                 | 217                                |
| Performance_schema_accounts_lost              | 0                                  |
| Performance_schema_cond_classes_lost          | 0                                  |
| Performance_schema_cond_instances_lost        | 0                                  |
| Performance_schema_digest_lost                | 0                                  |
| Performance_schema_file_classes_lost          | 0                                  |
| Performance_schema_file_handles_lost          | 0                                  |
| Performance_schema_file_instances_lost        | 0                                  |
| Performance_schema_hosts_lost                 | 0                                  |
| Performance_schema_index_stat_lost            | 0                                  |
| Performance_schema_locker_lost                | 0                                  |
| Performance_schema_memory_classes_lost        | 0                                  |
| Performance_schema_metadata_lock_lost         | 0                                  |
| Performance_schema_mutex_classes_lost         | 0                                  |
| Performance_schema_mutex_instances_lost       | 0                                  |
| Performance_schema_nested_statement_lost      | 0                                  |
| Performance_schema_prepared_statements_lost   | 0                                  |
| Performance_schema_program_lost               | 0                                  |
| Performance_schema_rwlock_classes_lost        | 0                                  |
| Performance_schema_rwlock_instances_lost      | 0                                  |
| Performance_schema_session_connect_attrs_lost | 0                                  |
| Performance_schema_socket_classes_lost        | 0                                  |
| Performance_schema_socket_instances_lost      | 0                                  |
| Performance_schema_stage_classes_lost         | 0                                  |
| Performance_schema_statement_classes_lost     | 0                                  |
| Performance_schema_table_handles_lost         | 0                                  |
| Performance_schema_table_instances_lost       | 0                                  |
| Performance_schema_table_lock_stat_lost       | 0                                  |
| Performance_schema_thread_classes_lost        | 0                                  |
| Performance_schema_thread_instances_lost      | 0                                  |
| Performance_schema_users_lost                 | 0                                  |
| Prepared_stmt_count                           | 0                                  |
| Qcache_free_blocks                            | 1                                  |
| Qcache_free_memory                            | 1031832                            |
| Qcache_hits                                   | 0                                  |
| Qcache_inserts                                | 0                                  |
| Qcache_lowmem_prunes                          | 0                                  |
| Qcache_not_cached                             | 326                                |
| Qcache_queries_in_cache                       | 0                                  |
| Qcache_total_blocks                           | 1                                  |
| Queries                                       | 1020                               |
| Questions                                     | 1017                               |
| Select_full_join                              | 105                                |
| Select_full_range_join                        | 0                                  |
| Select_range                                  | 0                                  |
| Select_range_check                            | 0                                  |
| Select_scan                                   | 162                                |
| Slave_open_temp_tables                        | 0                                  |
| Slow_launch_threads                           | 0                                  |
| Slow_queries                                  | 0                                  |
| Sort_merge_passes                             | 0                                  |
| Sort_range                                    | 0                                  |
| Sort_rows                                     | 385                                |
| Sort_scan                                     | 87                                 |
| Ssl_accept_renegotiates                       | 0                                  |
| Ssl_accepts                                   | 0                                  |
| Ssl_callback_cache_hits                       | 0                                  |
| Ssl_cipher                                    |                                    |
| Ssl_cipher_list                               |                                    |
| Ssl_client_connects                           | 0                                  |
| Ssl_connect_renegotiates                      | 0                                  |
| Ssl_ctx_verify_depth                          | 0                                  |
| Ssl_ctx_verify_mode                           | 0                                  |
| Ssl_default_timeout                           | 0                                  |
| Ssl_finished_accepts                          | 0                                  |
| Ssl_finished_connects                         | 0                                  |
| Ssl_server_not_after                          |                                    |
| Ssl_server_not_before                         |                                    |
| Ssl_session_cache_hits                        | 0                                  |
| Ssl_session_cache_misses                      | 0                                  |
| Ssl_session_cache_mode                        | NONE                               |
| Ssl_session_cache_overflows                   | 0                                  |
| Ssl_session_cache_size                        | 0                                  |
| Ssl_session_cache_timeouts                    | 0                                  |
| Ssl_sessions_reused                           | 0                                  |
| Ssl_used_session_cache_entries                | 0                                  |
| Ssl_verify_depth                              | 0                                  |
| Ssl_verify_mode                               | 0                                  |
| Ssl_version                                   |                                    |
| Table_locks_immediate                         | 182                                |
| Table_locks_waited                            | 0                                  |
| Table_open_cache_hits                         | 89                                 |
| Table_open_cache_misses                       | 217                                |
| Table_open_cache_overflows                    | 0                                  |
| Tc_log_max_pages_used                         | 0                                  |
| Tc_log_page_size                              | 0                                  |
| Tc_log_page_waits                             | 0                                  |
| Threads_cached                                | 4                                  |
| Threads_connected                             | 2                                  |
| Threads_created                               | 6                                  |
| Threads_running                               | 2                                  |
| Uptime                                        | 567                                |
| Uptime_since_flush_status                     | 567                                |
+-----------------------------------------------+------------------------------------+

+-----------------------------------------------+------------------------------------+
| Variable_name                                 | Value                              |
+-----------------------------------------------+------------------------------------+
| Aborted_clients                               | 0                                  |
| Aborted_connects                              | 0                                  |
| Binlog_cache_disk_use                         | 10                                 |
| Binlog_cache_use                              | 20                                 |
| Binlog_stmt_cache_disk_use                    | 1                                  |
| Binlog_stmt_cache_use                         | 128                                |
| Bytes_received                                | 3505879                            |
| Bytes_sent                                    | 42972034                           |
| Com_admin_commands                            | 3                                  |
| Com_assign_to_keycache                        | 0                                  |
| Com_alter_db                                  | 0                                  |
| Com_alter_db_upgrade                          | 0                                  |
| Com_alter_event                               | 0                                  |
| Com_alter_function                            | 0                                  |
| Com_alter_instance                            | 0                                  |
| Com_alter_procedure                           | 0                                  |
| Com_alter_server                              | 0                                  |
| Com_alter_table                               | 32                                 |
| Com_alter_tablespace                          | 0                                  |
| Com_alter_user                                | 0                                  |
| Com_analyze                                   | 1                                  |
| Com_begin                                     | 0                                  |
| Com_binlog                                    | 0                                  |
| Com_call_procedure                            | 0                                  |
| Com_change_db                                 | 2                                  |
| Com_change_master                             | 0                                  |
| Com_change_repl_filter                        | 0                                  |
| Com_check                                     | 0                                  |
| Com_checksum                                  | 1                                  |
| Com_commit                                    | 1                                  |
| Com_create_db                                 | 3                                  |
| Com_create_event                              | 0                                  |
| Com_create_function                           | 0                                  |
| Com_create_index                              | 0                                  |
| Com_create_procedure                          | 0                                  |
| Com_create_server                             | 0                                  |
| Com_create_table                              | 50                                 |
| Com_create_trigger                            | 3                                  |
| Com_create_udf                                | 0                                  |
| Com_create_user                               | 0                                  |
| Com_create_view                               | 7                                  |
| Com_dealloc_sql                               | 0                                  |
| Com_delete                                    | 0                                  |
| Com_delete_multi                              | 0                                  |
| Com_do                                        | 0                                  |
| Com_drop_db                                   | 1                                  |
| Com_drop_event                                | 0                                  |
| Com_drop_function                             | 0                                  |
| Com_drop_index                                | 0                                  |
| Com_drop_procedure                            | 0                                  |
| Com_drop_server                               | 0                                  |
| Com_drop_table                                | 29                                 |
| Com_drop_trigger                              | 0                                  |
| Com_drop_user                                 | 0                                  |
| Com_drop_view                                 | 0                                  |
| Com_empty_query                               | 0                                  |
| Com_execute_sql                               | 0                                  |
| Com_explain_other                             | 0                                  |
| Com_flush                                     | 0                                  |
| Com_get_diagnostics                           | 0                                  |
| Com_grant                                     | 0                                  |
| Com_ha_close                                  | 0                                  |
| Com_ha_open                                   | 0                                  |
| Com_ha_read                                   | 0                                  |
| Com_help                                      | 0                                  |
| Com_insert                                    | 35                                 |
| Com_insert_select                             | 0                                  |
| Com_install_plugin                            | 0                                  |
| Com_kill                                      | 0                                  |
| Com_load                                      | 1                                  |
| Com_lock_tables                               | 16                                 |
| Com_optimize                                  | 0                                  |
| Com_preload_keys                              | 0                                  |
| Com_prepare_sql                               | 0                                  |
| Com_purge                                     | 0                                  |
| Com_purge_before_date                         | 0                                  |
| Com_release_savepoint                         | 0                                  |
| Com_rename_table                              | 0                                  |
| Com_rename_user                               | 0                                  |
| Com_repair                                    | 0                                  |
| Com_replace                                   | 1                                  |
| Com_replace_select                            | 0                                  |
| Com_reset                                     | 0                                  |
| Com_resignal                                  | 0                                  |
| Com_revoke                                    | 0                                  |
| Com_revoke_all                                | 0                                  |
| Com_rollback                                  | 1                                  |
| Com_rollback_to_savepoint                     | 0                                  |
| Com_savepoint                                 | 0                                  |
| Com_select                                    | 366                                |
| Com_set_option                                | 155                                |
| Com_signal                                    | 0                                  |
| Com_show_binlog_events                        | 0                                  |
| Com_show_binlogs                              | 0                                  |
| Com_show_charsets                             | 0                                  |
| Com_show_collations                           | 0                                  |
| Com_show_create_db                            | 0                                  |
| Com_show_create_event                         | 0                                  |
| Com_show_create_func                          | 0                                  |
| Com_show_create_proc                          | 0                                  |
| Com_show_create_table                         | 0                                  |
| Com_show_create_trigger                       | 0                                  |
| Com_show_databases                            | 0                                  |
| Com_show_engine_logs                          | 0                                  |
| Com_show_engine_mutex                         | 1                                  |
| Com_show_engine_status                        | 2                                  |
| Com_show_events                               | 0                                  |
| Com_show_errors                               | 0                                  |
| Com_show_fields                               | 0                                  |
| Com_show_function_code                        | 0                                  |
| Com_show_function_status                      | 0                                  |
| Com_show_grants                               | 0                                  |
| Com_show_keys                                 | 0                                  |
| Com_show_master_status                        | 0                                  |
| Com_show_open_tables                          | 1                                  |
| Com_show_plugins                              | 0                                  |
| Com_show_privileges                           | 0                                  |
| Com_show_procedure_code                       | 0                                  |
| Com_show_procedure_status                     | 0                                  |
| Com_show_processlist                          | 22                                 |
| Com_show_profile                              | 0                                  |
| Com_show_profiles                             | 0                                  |
| Com_show_relaylog_events                      | 0                                  |
| Com_show_slave_hosts                          | 0                                  |
| Com_show_slave_status                         | 0                                  |
| Com_show_status                               | 24                                 |
| Com_show_storage_engines                      | 0                                  |
| Com_show_table_status                         | 0                                  |
| Com_show_tables                               | 2                                  |
| Com_show_triggers                             | 0                                  |
| Com_show_variables                            | 1                                  |
| Com_show_warnings                             | 0                                  |
| Com_show_create_user                          | 0                                  |
| Com_shutdown                                  | 0                                  |
| Com_slave_start                               | 0                                  |
| Com_slave_stop                                | 0                                  |
| Com_group_replication_start                   | 0                                  |
| Com_group_replication_stop                    | 0                                  |
| Com_stmt_execute                              | 0                                  |
| Com_stmt_close                                | 0                                  |
| Com_stmt_fetch                                | 0                                  |
| Com_stmt_prepare                              | 0                                  |
| Com_stmt_reset                                | 0                                  |
| Com_stmt_send_long_data                       | 0                                  |
| Com_truncate                                  | 0                                  |
| Com_uninstall_plugin                          | 0                                  |
| Com_unlock_tables                             | 16                                 |
| Com_update                                    | 1                                  |
| Com_update_multi                              | 0                                  |
| Com_xa_commit                                 | 0                                  |
| Com_xa_end                                    | 0                                  |
| Com_xa_prepare                                | 0                                  |
| Com_xa_recover                                | 0                                  |
| Com_xa_rollback                               | 0                                  |
| Com_xa_start                                  | 0                                  |
| Com_stmt_reprepare                            | 0                                  |
| Connection_errors_accept                      | 0                                  |
| Connection_errors_internal                    | 0                                  |
| Connection_errors_max_connections             | 0                                  |
| Connection_errors_peer_address                | 0                                  |
| Connection_errors_select                      | 0                                  |
| Connection_errors_tcpwrap                     | 0                                  |
| Connections                                   | 228                                |
| Created_tmp_disk_tables                       | 54                                 |
| Created_tmp_files                             | 8                                  |
| Created_tmp_tables                            | 376                                |
| Delayed_errors                                | 0                                  |
| Delayed_insert_threads                        | 0                                  |
| Delayed_writes                                | 0                                  |
| Flush_commands                                | 1                                  |
| Handler_commit                                | 141                                |
| Handler_delete                                | 0                                  |
| Handler_discover                              | 0                                  |
| Handler_external_lock                         | 533                                |
| Handler_mrr_init                              | 0                                  |
| Handler_prepare                               | 74                                 |
| Handler_read_first                            | 32                                 |
| Handler_read_key                              | 30                                 |
| Handler_read_last                             | 0                                  |
| Handler_read_next                             | 1                                  |
| Handler_read_prev                             | 0                                  |
| Handler_read_rnd                              | 385                                |
| Handler_read_rnd_next                         | 66540                              |
| Handler_rollback                              | 29                                 |
| Handler_savepoint                             | 0                                  |
| Handler_savepoint_rollback                    | 0                                  |
| Handler_update                                | 0                                  |
| Handler_write                                 | 56287                              |
| Innodb_buffer_pool_dump_status                | Dumping of buffer pool not started |
| Innodb_buffer_pool_load_status                | Loading of buffer pool not started |
| Innodb_buffer_pool_resize_status              |                                    |
| Innodb_buffer_pool_pages_data                 | 255                                |
| Innodb_buffer_pool_bytes_data                 | 4177920                            |
| Innodb_buffer_pool_pages_dirty                | 3                                  |
| Innodb_buffer_pool_bytes_dirty                | 49152                              |
| Innodb_buffer_pool_pages_flushed              | 1315                               |
| Innodb_buffer_pool_pages_free                 | 761                                |
| Innodb_buffer_pool_pages_misc                 | 8                                  |
| Innodb_buffer_pool_pages_total                | 1024                               |
| Innodb_buffer_pool_read_ahead_rnd             | 0                                  |
| Innodb_buffer_pool_read_ahead                 | 0                                  |
| Innodb_buffer_pool_read_ahead_evicted         | 0                                  |
| Innodb_buffer_pool_read_requests              | 543998                             |
| Innodb_buffer_pool_reads                      | 838                                |
| Innodb_buffer_pool_wait_free                  | 0                                  |
| Innodb_buffer_pool_write_requests             | 238820                             |
| Innodb_data_fsyncs                            | 719                                |
| Innodb_data_pending_fsyncs                    | 0                                  |
| Innodb_data_pending_reads                     | 0                                  |
| Innodb_data_pending_writes                    | 0                                  |
| Innodb_data_read                              | 13746176                           |
| Innodb_data_reads                             | 839                                |
| Innodb_data_writes                            | 2029                               |
| Innodb_data_written                           | 48336896                           |
| Innodb_dblwr_pages_written                    | 1099                               |
| Innodb_dblwr_writes                           | 33                                 |
| Innodb_log_waits                              | 0                                  |
| Innodb_log_write_requests                     | 17189                              |
| Innodb_log_writes                             | 254                                |
| Innodb_os_log_fsyncs                          | 276                                |
| Innodb_os_log_pending_fsyncs                  | 0                                  |
| Innodb_os_log_pending_writes                  | 0                                  |
| Innodb_os_log_written                         | 8758272                            |
| Innodb_page_size                              | 16384                              |
| Innodb_pages_created                          | 691                                |
| Innodb_pages_read                             | 838                                |
| Innodb_pages_written                          | 1137                               |
| Innodb_row_lock_current_waits                 | 0                                  |
| Innodb_row_lock_time                          | 0                                  |
| Innodb_row_lock_time_avg                      | 0                                  |
| Innodb_row_lock_time_max                      | 0                                  |
| Innodb_row_lock_waits                         | 0                                  |
| Innodb_rows_deleted                           | 0                                  |
| Innodb_rows_inserted                          | 46359                              |
| Innodb_rows_read                              | 46274                              |
| Innodb_rows_updated                           | 0                                  |
| Innodb_num_open_files                         | 41                                 |
| Innodb_truncated_status_writes                | 0                                  |
| Innodb_available_undo_logs                    | 128                                |
| Key_blocks_not_flushed                        | 0                                  |
| Key_blocks_unused                             | 13396                              |
| Key_blocks_used                               | 9                                  |
| Key_read_requests                             | 1877                               |
| Key_reads                                     | 3                                  |
| Key_write_requests                            | 1014                               |
| Key_writes                                    | 9                                  |
| Locked_connects                               | 0                                  |
| Max_execution_time_exceeded                   | 0                                  |
| Max_execution_time_set                        | 0                                  |
| Max_execution_time_set_failed                 | 0                                  |
| Max_used_connections                          | 6                                  |
| Max_used_connections_time                     | 2017-04-21 14:57:40                |
| Not_flushed_delayed_rows                      | 0                                  |
| Ongoing_anonymous_transaction_count           | 0                                  |
| Open_files                                    | 32                                 |
| Open_streams                                  | 0                                  |
| Open_table_definitions                        | 132                                |
| Open_tables                                   | 159                                |
| Opened_files                                  | 470                                |
| Opened_table_definitions                      | 223                                |
| Opened_tables                                 | 217                                |
| Performance_schema_accounts_lost              | 0                                  |
| Performance_schema_cond_classes_lost          | 0                                  |
| Performance_schema_cond_instances_lost        | 0                                  |
| Performance_schema_digest_lost                | 0                                  |
| Performance_schema_file_classes_lost          | 0                                  |
| Performance_schema_file_handles_lost          | 0                                  |
| Performance_schema_file_instances_lost        | 0                                  |
| Performance_schema_hosts_lost                 | 0                                  |
| Performance_schema_index_stat_lost            | 0                                  |
| Performance_schema_locker_lost                | 0                                  |
| Performance_schema_memory_classes_lost        | 0                                  |
| Performance_schema_metadata_lock_lost         | 0                                  |
| Performance_schema_mutex_classes_lost         | 0                                  |
| Performance_schema_mutex_instances_lost       | 0                                  |
| Performance_schema_nested_statement_lost      | 0                                  |
| Performance_schema_prepared_statements_lost   | 0                                  |
| Performance_schema_program_lost               | 0                                  |
| Performance_schema_rwlock_classes_lost        | 0                                  |
| Performance_schema_rwlock_instances_lost      | 0                                  |
| Performance_schema_session_connect_attrs_lost | 0                                  |
| Performance_schema_socket_classes_lost        | 0                                  |
| Performance_schema_socket_instances_lost      | 0                                  |
| Performance_schema_stage_classes_lost         | 0                                  |
| Performance_schema_statement_classes_lost     | 0                                  |
| Performance_schema_table_handles_lost         | 0                                  |
| Performance_schema_table_instances_lost       | 0                                  |
| Performance_schema_table_lock_stat_lost       | 0                                  |
| Performance_schema_thread_classes_lost        | 0                                  |
| Performance_schema_thread_instances_lost      | 0                                  |
| Performance_schema_users_lost                 | 0                                  |
| Prepared_stmt_count                           | 0                                  |
| Qcache_free_blocks                            | 1                                  |
| Qcache_free_memory                            | 1031832                            |
| Qcache_hits                                   | 0                                  |
| Qcache_inserts                                | 0                                  |
| Qcache_lowmem_prunes                          | 0                                  |
| Qcache_not_cached                             | 340                                |
| Qcache_queries_in_cache                       | 0                                  |
| Qcache_total_blocks                           | 1                                  |
| Queries                                       | 1048                               |
| Questions                                     | 1045                               |
| Select_full_join                              | 110                                |
| Select_full_range_join                        | 0                                  |
| Select_range                                  | 0                                  |
| Select_range_check                            | 0                                  |
| Select_scan                                   | 169                                |
| Slave_open_temp_tables                        | 0                                  |
| Slow_launch_threads                           | 0                                  |
| Slow_queries                                  | 0                                  |
| Sort_merge_passes                             | 0                                  |
| Sort_range                                    | 0                                  |
| Sort_rows                                     | 385                                |
| Sort_scan                                     | 91                                 |
| Ssl_accept_renegotiates                       | 0                                  |
| Ssl_accepts                                   | 0                                  |
| Ssl_callback_cache_hits                       | 0                                  |
| Ssl_cipher                                    |                                    |
| Ssl_cipher_list                               |                                    |
| Ssl_client_connects                           | 0                                  |
| Ssl_connect_renegotiates                      | 0                                  |
| Ssl_ctx_verify_depth                          | 0                                  |
| Ssl_ctx_verify_mode                           | 0                                  |
| Ssl_default_timeout                           | 0                                  |
| Ssl_finished_accepts                          | 0                                  |
| Ssl_finished_connects                         | 0                                  |
| Ssl_server_not_after                          |                                    |
| Ssl_server_not_before                         |                                    |
| Ssl_session_cache_hits                        | 0                                  |
| Ssl_session_cache_misses                      | 0                                  |
| Ssl_session_cache_mode                        | NONE                               |
| Ssl_session_cache_overflows                   | 0                                  |
| Ssl_session_cache_size                        | 0                                  |
| Ssl_session_cache_timeouts                    | 0                                  |
| Ssl_sessions_reused                           | 0                                  |
| Ssl_used_session_cache_entries                | 0                                  |
| Ssl_verify_depth                              | 0                                  |
| Ssl_verify_mode                               | 0                                  |
| Ssl_version                                   |                                    |
| Table_locks_immediate                         | 185                                |
| Table_locks_waited                            | 0                                  |
| Table_open_cache_hits                         | 92                                 |
| Table_open_cache_misses                       | 217                                |
| Table_open_cache_overflows                    | 0                                  |
| Tc_log_max_pages_used                         | 0                                  |
| Tc_log_page_size                              | 0                                  |
| Tc_log_page_waits                             | 0                                  |
| Threads_cached                                | 4                                  |
| Threads_connected                             | 2                                  |
| Threads_created                               | 6                                  |
| Threads_running                               | 2                                  |
| Uptime                                        | 568                                |
| Uptime_since_flush_status                     | 568                                |
+-----------------------------------------------+------------------------------------+

+-----------------------------------------------+------------------------------------+
| Variable_name                                 | Value                              |
+-----------------------------------------------+------------------------------------+
| Aborted_clients                               | 0                                  |
| Aborted_connects                              | 0                                  |
| Binlog_cache_disk_use                         | 10                                 |
| Binlog_cache_use                              | 20                                 |
| Binlog_stmt_cache_disk_use                    | 1                                  |
| Binlog_stmt_cache_use                         | 128                                |
| Bytes_received                                | 3510223                            |
| Bytes_sent                                    | 42991810                           |
| Com_admin_commands                            | 3                                  |
| Com_assign_to_keycache                        | 0                                  |
| Com_alter_db                                  | 0                                  |
| Com_alter_db_upgrade                          | 0                                  |
| Com_alter_event                               | 0                                  |
| Com_alter_function                            | 0                                  |
| Com_alter_instance                            | 0                                  |
| Com_alter_procedure                           | 0                                  |
| Com_alter_server                              | 0                                  |
| Com_alter_table                               | 32                                 |
| Com_alter_tablespace                          | 0                                  |
| Com_alter_user                                | 0                                  |
| Com_analyze                                   | 1                                  |
| Com_begin                                     | 0                                  |
| Com_binlog                                    | 0                                  |
| Com_call_procedure                            | 0                                  |
| Com_change_db                                 | 2                                  |
| Com_change_master                             | 0                                  |
| Com_change_repl_filter                        | 0                                  |
| Com_check                                     | 0                                  |
| Com_checksum                                  | 1                                  |
| Com_commit                                    | 1                                  |
| Com_create_db                                 | 3                                  |
| Com_create_event                              | 0                                  |
| Com_create_function                           | 0                                  |
| Com_create_index                              | 0                                  |
| Com_create_procedure                          | 0                                  |
| Com_create_server                             | 0                                  |
| Com_create_table                              | 50                                 |
| Com_create_trigger                            | 3                                  |
| Com_create_udf                                | 0                                  |
| Com_create_user                               | 0                                  |
| Com_create_view                               | 7                                  |
| Com_dealloc_sql                               | 0                                  |
| Com_delete                                    | 0                                  |
